case_id,created_date,business_unit,product_type,process_name,workflow_stage,case_status,priority,channel,customer_segment,region,document_type,policy_reference,risk_band,transaction_amount_inr,customer_tenure_months,documents_submitted_count,fraud_alert_score,sla_hours,actual_tat_hours,sla_breach_flag,rework_count,exception_flag,csat_score,root_cause,resolution_code,knowledge_article_tag,case_summary,resolution_notes,closure_date
LO-2025-001648,2025-02-23,KYC & Document Validation,Home Loan,Disbursement,Decisioning,Escalated,High,Email,Corporate,South,Collateral Deed,POL-COMP-709,Moderate,2439870.57,63,4,22.4,14,23.5,Yes,1,Yes,3.1,Collateral Valuation Gap,Awaiting Customer Action,Collateral Review,Corporate borrower submitted Collateral Deed; income variance noted while performing Disbursement. Manual review requested.,Branch follow-up completed. income variance remains open; refer to POL-COMP-709 before close as duplicate.,
LO-2025-001649,2025-11-16,KYC & Document Validation,Personal Loan,KYC Verification,Fulfillment,Approved,Medium,Email,SME,West,Sanction Letter,POL-SLA-512,Low,444552.43,44,4,15.7,12,13.9,Yes,0,No,4.6,Name Mismatch,Closed - Duplicate,Rate Revision,SME borrower submitted Sanction Letter; income variance noted while performing KYC Verification. Manual review requested.,Ops reviewer tagged case as Medium due to income variance. Suggested action: close as duplicate.,2025-11-17
LO-2025-001650,2025-05-03,Disbursement Control,Auto Loan,Fraud Review,Closure,Pending Documents,Medium,Branch,Retail Mass,Central,Exception Memo,POL-DOC-330,High,1163290.57,16,1,57.3,8,22.1,Yes,2,Yes,4.6,Signature Mismatch,Awaiting Customer Action,SLA Monitoring,Case originated via Branch for Auto Loan. income variance caused delay at Closure; refer POL-DOC-330.,Analyst checked Exception Memo and updated workflow to Pending Documents. Next step: close as duplicate.,
LO-2025-001651,2025-06-16,Disbursement Control,Loan Against Property,Fraud Review,Validation,In Review,High,Branch,Affluent,South,KYC Pack,POL-DOC-330,High,3899425.35,47,1,57.8,6,9.3,Yes,3,Yes,3,AML Trigger,Escalated to Ops Manager,Complaint Handling,Customer requested sanction clarification for Loan Against Property; missing bank statement flagged during Fraud Review. KYC Pack review required under POL-DOC-330.,Analyst checked KYC Pack and updated workflow to In Review. Next step: seek risk approval.,
LO-2025-001652,2025-01-07,KYC & Document Validation,Personal Loan,Collateral Check,Post-Disbursement,Approved,High,Email,Corporate,East,Sanction Letter,POL-SERV-605,High,586923.71,50,3,83,34,34,No,2,Yes,3.7,Missing Document,Closed - Duplicate,Income Assessment,Case originated via Email for Personal Loan. AML alert caused delay at Post-Disbursement; refer POL-SERV-605.,Analyst checked Sanction Letter and updated workflow to Approved. Next step: complete disbursement check.,2025-01-09
LO-2025-001653,2025-05-17,Credit Decision Support,Auto Loan,Sanction Review,Approval,Closed,Low,Email,Retail Mass,West,KYC Pack,POL-FRAUD-418,Moderate,751421.60,1,5,18.6,30,26.4,No,0,No,4,System Queue Delay,Resolved - Manual Review,KYC Exception,Retail Mass borrower submitted KYC Pack; duplicate request noted while performing Sanction Review. Manual review requested.,Analyst checked KYC Pack and updated workflow to Closed. Next step: trigger manual credit review.,2025-05-18
LO-2025-001654,2025-09-19,KYC & Document Validation,Loan Against Property,Income Validation,Fulfillment,Pending Documents,Medium,Branch,Retail Mass,North,Bank Statement,POL-FRAUD-418,High,2733974.23,15,9,77.6,18,25.5,Yes,3,Yes,4,Income Variance,Resolved - Manual Review,Complaint Handling,Customer submitted closure request for Loan Against Property; address mismatch flagged during Income Validation. Bank Statement review required under POL-FRAUD-418.,Analyst checked Bank Statement and updated workflow to Pending Documents. Next step: complete disbursement check.,
LO-2025-001655,2025-11-28,Servicing & Amendments,Auto Loan,Fraud Review,Validation,In Review,High,Mobile App,SME,Central,Exception Memo,POL-SLA-512,Moderate,674890.44,38,2,14.3,6,6.7,Yes,2,Yes,3.4,Collateral Valuation Gap,Escalated to Ops Manager,Collateral Review,Customer raised repayment grievance for Auto Loan; name mismatch flagged during Fraud Review. Exception Memo review required under POL-SLA-512.,Branch follow-up completed. name mismatch remains open; refer to POL-SLA-512 before seek risk approval.,
LO-2025-001656,2025-08-22,Disbursement Control,Auto Loan,Collateral Check,Exception Handling,Pending Documents,High,Mobile App,Retail Mass,East,Closure Request,POL-CREDIT-214,High,1004084.64,38,1,66.9,34,38.5,Yes,0,Yes,3.4,Fraud Suspected,Rejected - Risk,Rate Revision,Case originated via Mobile App for Auto Loan. address mismatch caused delay at Exception Handling; refer POL-CREDIT-214.,Exception memo logged. Customer segment Retail Mass; resolution path is seek risk approval.,
LO-2025-001657,2025-01-21,KYC & Document Validation,Home Loan,Closure Request,Approval,Rejected,Medium,Mobile App,SME,West,Exception Memo,POL-FRAUD-418,High,4929353.41,26,1,23.1,20,21,Yes,0,No,4.1,Missing Document,Resolved - Standard,Fraud Escalation,SME borrower submitted Exception Memo; AML alert noted while performing Closure Request. Manual review requested.,Analyst checked Exception Memo and updated workflow to Rejected. Next step: re-run KYC screening.,2025-01-22
LO-2025-001658,2025-08-06,Servicing & Amendments,Credit Card,Collateral Check,Approval,Closed,Medium,Relationship Manager,SME,South,Closure Request,POL-COMP-709,Severe,121540.76,25,1,88.7,36,40.1,Yes,3,Yes,2,Fraud Suspected,Closed - Duplicate,Closure & NOC,Relationship Manager request raised for Credit Card. Team observed address mismatch in Approval; case routed to Servicing & Amendments.,Branch follow-up completed. address mismatch remains open; refer to POL-COMP-709 before contact customer for clarification.,2025-08-08
LO-2025-001659,2025-03-08,Credit Decision Support,Home Loan,KYC Verification,Post-Disbursement,Open,Low,Web Portal,Retail Mass,South,Dispute Form,POL-DOC-330,High,3933415.20,1,3,2.3,18,2.6,No,2,Yes,4.1,Signature Mismatch,Awaiting Customer Action,Disbursement Hold,Retail Mass borrower submitted Dispute Form; income variance noted while performing KYC Verification. Manual review requested.,Branch follow-up completed. income variance remains open; refer to POL-DOC-330 before update sanction terms.,
LO-2025-001660,2025-08-23,KYC & Document Validation,Personal Loan,Income Validation,Post-Disbursement,Rejected,Medium,Web Portal,SME,Central,Closure Request,POL-KYC-101,High,425363.62,36,3,67.2,18,18.4,Yes,1,Yes,3,AML Trigger,Resolved - Manual Review,Closure & NOC,SME borrower submitted Closure Request; signature mismatch noted while performing Income Validation. Manual review requested.,Ops reviewer tagged case as Medium due to signature mismatch. Suggested action: re-run KYC screening.,2025-08-24
LO-2025-001661,2025-11-15,Complaints & Exceptions,Home Loan,Fraud Review,Post-Disbursement,In Review,High,Email,Retail Mass,West,Closure Request,POL-COMP-709,High,6092725.74,22,1,42.2,6,1,No,2,Yes,4.2,Income Variance,Closed - Withdrawn,Collateral Review,Retail Mass borrower submitted Closure Request; system queue delay noted while performing Fraud Review. Manual review requested.,Ops reviewer tagged case as High due to system queue delay. Suggested action: complete disbursement check.,
LO-2025-001662,2025-06-25,Complaints & Exceptions,Auto Loan,Complaint Resolution,Approval,Pending Documents,High,Relationship Manager,Retail Mass,North,Exception Memo,POL-KYC-101,Moderate,1046359.88,22,1,23.9,46,45.9,No,1,No,3.3,Missing Document,Awaiting Customer Action,Complaint Handling,Relationship Manager request raised for Auto Loan. Team observed AML alert in Approval; case routed to Complaints & Exceptions.,Ops reviewer tagged case as High due to AML alert. Suggested action: complete disbursement check.,
LO-2025-001663,2025-02-06,KYC & Document Validation,Personal Loan,Fraud Review,Decisioning,Escalated,Medium,Email,SME,West,Sanction Letter,POL-DOC-330,Severe,407594.34,62,3,90.9,8,17,Yes,3,Yes,3.3,Income Variance,Escalated to Ops Manager,SLA Monitoring,Case originated via Email for Personal Loan. AML alert caused delay at Decisioning; refer POL-DOC-330.,Ops reviewer tagged case as Medium due to AML alert. Suggested action: collect pending documents.,
LO-2025-001664,2025-09-24,KYC & Document Validation,Home Loan,Application Review,Decisioning,In Review,Medium,Web Portal,Retail Mass,Central,Exception Memo,POL-SLA-512,High,7564276.70,12,3,38.7,24,36,Yes,3,Yes,3.4,AML Trigger,Resolved - Standard,Sanction Conditions,Retail Mass borrower submitted Exception Memo; system queue delay noted while performing Application Review. Manual review requested.,Ops reviewer tagged case as Medium due to system queue delay. Suggested action: update sanction terms.,
LO-2025-001665,2025-02-14,Servicing & Amendments,Auto Loan,Complaint Resolution,Intake,Open,High,Web Portal,Corporate,South,Sanction Letter,POL-KYC-101,High,892058.09,66,2,70.3,46,29.7,No,2,Yes,3.7,Fraud Suspected,Rejected - Policy,Rate Revision,Web Portal request raised for Auto Loan. Team observed AML alert in Intake; case routed to Servicing & Amendments.,Exception memo logged. Customer segment Corporate; resolution path is collect pending documents.,
LO-2025-001666,2025-09-13,Disbursement Control,SME Working Capital,Collateral Check,Intake,Approved,Medium,Branch,Retail Mass,North,KYC Pack,POL-SLA-512,High,2628688.76,18,5,75.8,36,32.2,No,2,Yes,3.7,Address Mismatch,Closed - Duplicate,Closure & NOC,Branch request raised for SME Working Capital. Team observed system queue delay in Intake; case routed to Disbursement Control.,Branch follow-up completed. system queue delay remains open; refer to POL-SLA-512 before contact customer for clarification.,2025-09-15
LO-2025-001667,2025-03-13,KYC & Document Validation,Auto Loan,Disbursement,Approval,Open,Medium,Email,Retail Mass,East,Collateral Deed,POL-CREDIT-214,Moderate,794605.97,25,6,21.9,16,7.4,No,2,Yes,4.1,System Queue Delay,Resolved - Standard,Income Assessment,Retail Mass borrower submitted Collateral Deed; income variance noted while performing Disbursement. Manual review requested.,Ops reviewer tagged case as Medium due to income variance. Suggested action: update sanction terms.,
LO-2025-001668,2025-08-26,Servicing & Amendments,Personal Loan,Income Validation,Validation,In Review,High,Email,Retail Mass,North,Collateral Deed,POL-SERV-605,Moderate,308686.00,56,10,26.4,16,21.5,Yes,0,Yes,2.8,Fraud Suspected,Rejected - Policy,Rate Revision,Case originated via Email for Personal Loan. signature mismatch caused delay at Validation; refer POL-SERV-605.,Analyst checked Collateral Deed and updated workflow to In Review. Next step: complete disbursement check.,
LO-2025-001669,2025-02-24,Credit Decision Support,Credit Card,EMI Restructuring,Decisioning,Escalated,Medium,Email,SME,East,Collateral Deed,POL-COMP-709,High,396055.53,49,5,64.4,30,34.6,Yes,3,Yes,2.9,Fraud Suspected,Closed - Withdrawn,Fraud Escalation,Email request raised for Credit Card. Team observed duplicate request in Decisioning; case routed to Credit Decision Support.,Branch follow-up completed. duplicate request remains open; refer to POL-COMP-709 before seek risk approval.,
LO-2025-001670,2025-07-04,Servicing & Amendments,SME Working Capital,Complaint Resolution,Decisioning,Open,Medium,Branch,Affluent,West,Bank Statement,POL-DOC-330,High,15909285.19,49,3,49.4,48,31,No,2,Yes,4.9,Income Variance,Awaiting Customer Action,KYC Exception,Case originated via Branch for SME Working Capital. missing bank statement caused delay at Decisioning; refer POL-DOC-330.,Analyst checked Bank Statement and updated workflow to Open. Next step: seek risk approval.,
LO-2025-001671,2025-12-14,Credit Decision Support,Personal Loan,Fraud Review,Closure,Approved,High,Mobile App,SME,Central,Collateral Deed,POL-COMP-709,Severe,769774.38,11,6,98.4,6,12.4,Yes,1,Yes,3.3,Manual Override Needed,Escalated to Ops Manager,Rate Revision,SME borrower submitted Collateral Deed; income variance noted while performing Fraud Review. Manual review requested.,Exception memo logged. Customer segment SME; resolution path is close as duplicate.,2025-12-15
LO-2025-001672,2025-10-03,Servicing & Amendments,Personal Loan,Income Validation,Validation,Approved,Low,Branch,Retail Mass,East,Bank Statement,POL-COMP-709,Severe,319594.06,43,7,92.2,24,18.1,No,1,No,4.2,Rate Revision Request,Closed - Withdrawn,Complaint Handling,Case originated via Branch for Personal Loan. duplicate request caused delay at Validation; refer POL-COMP-709.,Analyst checked Bank Statement and updated workflow to Approved. Next step: contact customer for clarification.,2025-10-04
LO-2025-001673,2025-03-07,KYC & Document Validation,Personal Loan,Application Review,Intake,Rejected,Medium,Email,SME,Central,Sanction Letter,POL-FRAUD-418,Low,559012.36,53,2,0,24,14.5,No,0,Yes,4.1,AML Trigger,Closed - Withdrawn,Collateral Review,SME borrower submitted Sanction Letter; signature mismatch noted while performing Application Review. Manual review requested.,Analyst checked Sanction Letter and updated workflow to Rejected. Next step: contact customer for clarification.,2025-03-08
LO-2025-001674,2025-12-17,Application Intake,Loan Against Property,Closure Request,Validation,Escalated,Medium,Relationship Manager,Retail Mass,North,Sanction Letter,POL-SERV-605,High,5864351.23,17,2,47.2,20,38.1,Yes,3,Yes,3.6,Collateral Valuation Gap,Rejected - Policy,KYC Exception,Retail Mass borrower submitted Sanction Letter; system queue delay noted while performing Closure Request. Manual review requested.,Exception memo logged. Customer segment Retail Mass; resolution path is re-run KYC screening.,
LO-2025-001675,2025-07-01,KYC & Document Validation,Personal Loan,Income Validation,Fulfillment,Escalated,High,Branch,Retail Mass,Central,Dispute Form,POL-FRAUD-418,Moderate,714789.65,13,3,0,16,29.7,Yes,0,Yes,3.4,Signature Mismatch,Awaiting Customer Action,Complaint Handling,Case originated via Branch for Personal Loan. signature mismatch caused delay at Fulfillment; refer POL-FRAUD-418.,Analyst checked Dispute Form and updated workflow to Escalated. Next step: re-run KYC screening.,
LO-2025-001676,2025-07-18,Application Intake,Credit Card,Disbursement,Decisioning,In Review,Medium,Email,Retail Mass,Central,Collateral Deed,POL-KYC-101,Moderate,77179.91,34,10,31.5,16,35.9,Yes,0,Yes,4.3,Manual Override Needed,Resolved - Manual Review,Sanction Conditions,Customer raised repayment grievance for Credit Card; duplicate request flagged during Disbursement. Collateral Deed review required under POL-KYC-101.,Branch follow-up completed. duplicate request remains open; refer to POL-KYC-101 before re-run KYC screening.,
LO-2025-001677,2025-02-04,Application Intake,SME Working Capital,KYC Verification,Validation,Approved,Medium,Branch,Retail Mass,East,Income Proof,POL-SLA-512,Severe,5937474.25,33,3,95,12,10,No,0,No,4.6,Income Variance,Escalated to Ops Manager,Rate Revision,Branch request raised for SME Working Capital. Team observed duplicate request in Validation; case routed to Application Intake.,Exception memo logged. Customer segment Retail Mass; resolution path is contact customer for clarification.,2025-02-05
LO-2025-001678,2025-04-25,Servicing & Amendments,Personal Loan,EMI Restructuring,Approval,Approved,Medium,Mobile App,SME,Central,Dispute Form,POL-SERV-605,High,525692.68,51,1,74.1,30,34.6,Yes,2,Yes,3.5,Address Mismatch,Rejected - Risk,Income Assessment,Case originated via Mobile App for Personal Loan. address mismatch caused delay at Approval; refer POL-SERV-605.,Analyst checked Dispute Form and updated workflow to Approved. Next step: close as duplicate.,2025-04-26
LO-2025-001679,2025-10-28,Complaints & Exceptions,Auto Loan,Income Validation,Validation,In Review,Medium,Branch,Retail Mass,South,KYC Pack,POL-KYC-101,High,840685.27,35,6,82.1,18,31.3,Yes,1,No,3.3,Income Variance,Resolved - Manual Review,Fraud Escalation,Case originated via Branch for Auto Loan. AML alert caused delay at Validation; refer POL-KYC-101.,Ops reviewer tagged case as Medium due to AML alert. Suggested action: trigger manual credit review.,
LO-2025-001680,2025-03-30,Credit Decision Support,Personal Loan,EMI Restructuring,Validation,Closed,High,Relationship Manager,Retail Mass,East,Sanction Letter,POL-COMP-709,Moderate,381037.38,8,3,49.5,28,39,Yes,0,No,4.3,Customer Dispute,Closed - Withdrawn,KYC Exception,Case originated via Relationship Manager for Personal Loan. duplicate request caused delay at Validation; refer POL-COMP-709.,Branch follow-up completed. duplicate request remains open; refer to POL-COMP-709 before complete disbursement check.,2025-04-01
LO-2025-001681,2025-03-23,Servicing & Amendments,Home Loan,Closure Request,Decisioning,In Review,High,Branch,Affluent,East,Income Proof,POL-KYC-101,High,4253483.72,34,1,37.9,18,16.8,No,1,No,5,Collateral Valuation Gap,Rejected - Policy,KYC Exception,Customer submitted closure request for Home Loan; name mismatch flagged during Closure Request. Income Proof review required under POL-KYC-101.,Ops reviewer tagged case as High due to name mismatch. Suggested action: close as duplicate.,
LO-2025-001682,2025-05-05,KYC & Document Validation,SME Working Capital,EMI Restructuring,Validation,Closed,Low,Relationship Manager,SME,West,Income Proof,POL-KYC-101,High,8198708.47,41,8,36.7,36,40,Yes,1,Yes,3.1,Fraud Suspected,Rejected - Policy,Complaint Handling,Case originated via Relationship Manager for SME Working Capital. missing bank statement caused delay at Validation; refer POL-KYC-101.,Branch follow-up completed. missing bank statement remains open; refer to POL-KYC-101 before complete disbursement check.,2025-05-07
LO-2025-001683,2025-11-23,Credit Decision Support,SME Working Capital,Collateral Check,Exception Handling,Closed,High,Relationship Manager,Retail Mass,South,Income Proof,POL-FRAUD-418,High,10637392.87,9,2,59,34,33.9,No,1,Yes,5,AML Trigger,Escalated to Ops Manager,SLA Monitoring,Case originated via Relationship Manager for SME Working Capital. name mismatch caused delay at Exception Handling; refer POL-FRAUD-418.,Ops reviewer tagged case as High due to name mismatch. Suggested action: complete disbursement check.,2025-11-24
LO-2025-001684,2025-12-08,Credit Decision Support,Personal Loan,Collateral Check,Validation,Closed,Medium,Mobile App,Retail Mass,South,Sanction Letter,POL-SERV-605,Moderate,339949.39,32,6,28.7,36,30.8,No,0,Yes,5,AML Trigger,Rejected - Risk,SLA Monitoring,Customer submitted closure request for Personal Loan; name mismatch flagged during Collateral Check. Sanction Letter review required under POL-SERV-605.,Exception memo logged. Customer segment Retail Mass; resolution path is re-run KYC screening.,2025-12-10
LO-2025-001685,2025-01-25,Disbursement Control,Auto Loan,KYC Verification,Fulfillment,Pending Documents,Medium,Web Portal,SME,West,Closure Request,POL-FRAUD-418,High,1166754.09,27,2,68.4,12,12.5,Yes,3,Yes,2.7,AML Trigger,Closed - Withdrawn,Income Assessment,SME borrower submitted Closure Request; address mismatch noted while performing KYC Verification. Manual review requested.,Exception memo logged. Customer segment SME; resolution path is collect pending documents.,
LO-2025-001686,2025-09-17,Application Intake,Credit Card,EMI Restructuring,Validation,In Review,High,Web Portal,Affluent,North,Closure Request,POL-CREDIT-214,Moderate,286592.62,39,2,26.7,28,38,Yes,2,Yes,3.6,Rate Revision Request,Resolved - Manual Review,SLA Monitoring,Customer requested sanction clarification for Credit Card; fraud suspicion flagged during EMI Restructuring. Closure Request review required under POL-CREDIT-214.,Analyst checked Closure Request and updated workflow to In Review. Next step: re-run KYC screening.,
LO-2025-001687,2025-03-10,Credit Decision Support,Auto Loan,Closure Request,Decisioning,Approved,Medium,Relationship Manager,Retail Mass,East,Exception Memo,POL-FRAUD-418,Moderate,1006517.87,30,3,53.1,20,18.8,No,0,No,4.5,System Queue Delay,Rejected - Policy,Collateral Review,Retail Mass borrower submitted Exception Memo; fraud suspicion noted while performing Closure Request. Manual review requested.,Branch follow-up completed. fraud suspicion remains open; refer to POL-FRAUD-418 before collect pending documents.,2025-03-11
LO-2025-001688,2025-10-05,Credit Decision Support,Personal Loan,Sanction Review,Approval,In Review,High,Relationship Manager,Retail Mass,East,Exception Memo,POL-FRAUD-418,Moderate,574638.47,31,6,31.3,22,13.2,No,1,No,4.2,Customer Dispute,Resolved - Standard,Closure & NOC,Retail Mass borrower submitted Exception Memo; income variance noted while performing Sanction Review. Manual review requested.,Branch follow-up completed. income variance remains open; refer to POL-FRAUD-418 before collect pending documents.,
LO-2025-001689,2025-07-16,Disbursement Control,SME Working Capital,KYC Verification,Fulfillment,Approved,High,Relationship Manager,Affluent,South,Sanction Letter,POL-SLA-512,High,5392080.61,62,3,35.1,10,3.8,No,0,No,3.6,Rate Revision Request,Resolved - Standard,Rate Revision,Affluent borrower submitted Sanction Letter; address mismatch noted while performing KYC Verification. Manual review requested.,Ops reviewer tagged case as High due to address mismatch. Suggested action: contact customer for clarification.,2025-07-16
LO-2025-001690,2025-11-21,Application Intake,Personal Loan,Disbursement,Fulfillment,In Review,High,Web Portal,Retail Mass,West,Bank Statement,POL-KYC-101,Moderate,731793.98,50,7,29.5,14,17.1,Yes,1,No,3.3,Signature Mismatch,Closed - Duplicate,Collateral Review,Customer submitted closure request for Personal Loan; name mismatch flagged during Disbursement. Bank Statement review required under POL-KYC-101.,Analyst checked Bank Statement and updated workflow to In Review. Next step: complete disbursement check.,
LO-2025-001691,2025-08-24,Credit Decision Support,Credit Card,Collateral Check,Decisioning,Closed,Low,Web Portal,Retail Mass,East,Sanction Letter,POL-FRAUD-418,Moderate,123220.98,19,6,25,42,48.1,Yes,1,No,4,System Queue Delay,Closed - Withdrawn,Closure & NOC,Customer raised repayment grievance for Credit Card; system queue delay flagged during Collateral Check. Sanction Letter review required under POL-FRAUD-418.,Exception memo logged. Customer segment Retail Mass; resolution path is re-run KYC screening.,2025-08-26
LO-2025-001692,2025-10-30,Servicing & Amendments,Credit Card,Collateral Check,Approval,Approved,Low,Web Portal,SME,South,Sanction Letter,POL-KYC-101,Low,93300.14,21,2,19.1,42,45.1,Yes,3,Yes,3.3,Customer Dispute,Awaiting Customer Action,Disbursement Hold,Case originated via Web Portal for Credit Card. address mismatch caused delay at Approval; refer POL-KYC-101.,Ops reviewer tagged case as Low due to address mismatch. Suggested action: collect pending documents.,2025-11-01
LO-2025-001693,2025-09-11,Credit Decision Support,Personal Loan,Fraud Review,Intake,Closed,Medium,Email,Retail Mass,Central,Bank Statement,POL-FRAUD-418,High,552753.85,33,4,76.1,8,5.7,No,0,No,3.3,Customer Dispute,Escalated to Ops Manager,Collateral Review,Customer reported document upload issue for Personal Loan; signature mismatch flagged during Fraud Review. Bank Statement review required under POL-FRAUD-418.,Branch follow-up completed. signature mismatch remains open; refer to POL-FRAUD-418 before collect pending documents.,2025-09-11
LO-2025-001694,2025-04-18,Application Intake,Home Loan,Sanction Review,Decisioning,Closed,Medium,Web Portal,SME,North,KYC Pack,POL-KYC-101,Severe,1988155.38,41,3,87.8,24,30.1,Yes,5,Yes,4,Manual Override Needed,Escalated to Ops Manager,KYC Exception,SME borrower submitted KYC Pack; name mismatch noted while performing Sanction Review. Manual review requested.,Exception memo logged. Customer segment SME; resolution path is update sanction terms.,2025-04-19
LO-2025-001695,2025-10-22,KYC & Document Validation,Credit Card,EMI Restructuring,Post-Disbursement,Pending Documents,Medium,Email,Affluent,East,Income Proof,POL-CREDIT-214,High,147928.42,46,3,56.1,30,26.2,No,3,Yes,3.7,Name Mismatch,Resolved - Manual Review,SLA Monitoring,Customer reported document upload issue for Credit Card; fraud suspicion flagged during EMI Restructuring. Income Proof review required under POL-CREDIT-214.,Ops reviewer tagged case as Medium due to fraud suspicion. Suggested action: seek risk approval.,
LO-2025-001696,2025-06-30,Application Intake,Home Loan,Sanction Review,Intake,Rejected,High,Mobile App,SME,East,Income Proof,POL-KYC-101,High,3976166.85,28,4,46.8,22,10.7,No,3,Yes,2.9,Name Mismatch,Escalated to Ops Manager,SLA Monitoring,Customer reported document upload issue for Home Loan; name mismatch flagged during Sanction Review. Income Proof review required under POL-KYC-101.,Branch follow-up completed. name mismatch remains open; refer to POL-KYC-101 before seek risk approval.,2025-07-01
LO-2025-001697,2025-07-19,Application Intake,Home Loan,Complaint Resolution,Decisioning,Rejected,High,Branch,Affluent,South,Sanction Letter,POL-SLA-512,Severe,3426420.64,48,5,95.8,46,39.7,No,2,Yes,5,Fraud Suspected,Rejected - Risk,Fraud Escalation,Case originated via Branch for Home Loan. duplicate request caused delay at Decisioning; refer POL-SLA-512.,Branch follow-up completed. duplicate request remains open; refer to POL-SLA-512 before trigger manual credit review.,2025-07-21
LO-2025-001698,2025-09-19,Servicing & Amendments,Credit Card,Application Review,Fulfillment,Approved,High,Web Portal,Retail Mass,West,Collateral Deed,POL-DOC-330,Low,142814.75,23,7,0.2,22,20.6,No,0,No,4.1,Signature Mismatch,Resolved - Standard,Sanction Conditions,Web Portal request raised for Credit Card. Team observed name mismatch in Fulfillment; case routed to Servicing & Amendments.,Ops reviewer tagged case as High due to name mismatch. Suggested action: contact customer for clarification.,2025-09-20
LO-2025-001699,2025-08-29,Servicing & Amendments,Home Loan,Collateral Check,Approval,Closed,Medium,Web Portal,Retail Mass,North,Closure Request,POL-KYC-101,High,3427674.79,13,1,17.8,36,31.9,No,2,Yes,2.7,Address Mismatch,Closed - Duplicate,Sanction Conditions,Customer raised repayment grievance for Home Loan; income variance flagged during Collateral Check. Closure Request review required under POL-KYC-101.,Exception memo logged. Customer segment Retail Mass; resolution path is contact customer for clarification.,2025-08-30
LO-2025-001700,2025-06-13,Credit Decision Support,Credit Card,Complaint Resolution,Intake,Escalated,High,Relationship Manager,Affluent,South,KYC Pack,POL-COMP-709,High,78466.87,36,5,78.7,46,69,Yes,2,Yes,3.4,Address Mismatch,Resolved - Standard,KYC Exception,Customer raised repayment grievance for Credit Card; missing bank statement flagged during Complaint Resolution. KYC Pack review required under POL-COMP-709.,Ops reviewer tagged case as High due to missing bank statement. Suggested action: update sanction terms.,
LO-2025-001701,2025-08-27,Application Intake,Home Loan,Closure Request,Approval,Approved,Medium,Mobile App,Retail Mass,Central,Exception Memo,POL-SERV-605,High,4158035.86,39,2,67.7,20,26.5,Yes,1,No,4.3,Income Variance,Escalated to Ops Manager,Closure & NOC,Retail Mass borrower submitted Exception Memo; signature mismatch noted while performing Closure Request. Manual review requested.,Exception memo logged. Customer segment Retail Mass; resolution path is contact customer for clarification.,2025-08-28
LO-2025-001702,2025-12-29,Application Intake,SME Working Capital,Sanction Review,Validation,In Review,High,Web Portal,SME,East,Bank Statement,POL-COMP-709,High,8493515.70,28,8,3.5,22,22.3,Yes,4,Yes,3,System Queue Delay,Closed - Duplicate,Collateral Review,Customer requested disbursement for SME Working Capital; duplicate request flagged during Sanction Review. Bank Statement review required under POL-COMP-709.,Analyst checked Bank Statement and updated workflow to In Review. Next step: re-run KYC screening.,
LO-2025-001703,2025-11-08,KYC & Document Validation,Personal Loan,Collateral Check,Approval,In Review,Medium,Web Portal,SME,West,KYC Pack,POL-SERV-605,Low,334484.85,53,5,9.8,36,58.2,Yes,0,No,3.4,System Queue Delay,Closed - Duplicate,KYC Exception,Web Portal request raised for Personal Loan. Team observed duplicate request in Approval; case routed to KYC & Document Validation.,Ops reviewer tagged case as Medium due to duplicate request. Suggested action: close as duplicate.,
LO-2025-001704,2025-05-06,Application Intake,Auto Loan,Closure Request,Validation,Closed,Low,Email,Retail Mass,East,Dispute Form,POL-CREDIT-214,Moderate,621773.50,5,2,28.4,26,27,Yes,1,No,3.3,Rate Revision Request,Resolved - Standard,Sanction Conditions,Email request raised for Auto Loan. Team observed collateral valuation gap in Validation; case routed to Application Intake.,Branch follow-up completed. collateral valuation gap remains open; refer to POL-CREDIT-214 before contact customer for clarification.,2025-05-07
LO-2025-001705,2025-12-13,KYC & Document Validation,Auto Loan,Disbursement,Fulfillment,Closed,Critical,Mobile App,Retail Mass,Central,KYC Pack,POL-COMP-709,Moderate,997403.13,9,2,46.7,12,1,No,0,No,3.8,Signature Mismatch,Rejected - Policy,Sanction Conditions,Customer asked for rate revision for Auto Loan; missing bank statement flagged during Disbursement. KYC Pack review required under POL-COMP-709.,Analyst checked KYC Pack and updated workflow to Closed. Next step: complete disbursement check.,2025-12-13
LO-2025-001706,2025-11-30,Disbursement Control,SME Working Capital,EMI Restructuring,Approval,Approved,High,Web Portal,SME,South,Sanction Letter,POL-SERV-605,High,5061550.74,12,1,83.6,28,16.8,No,2,Yes,3.9,AML Trigger,Resolved - Manual Review,KYC Exception,Case originated via Web Portal for SME Working Capital. collateral valuation gap caused delay at Approval; refer POL-SERV-605.,Ops reviewer tagged case as High due to collateral valuation gap. Suggested action: complete disbursement check.,2025-12-01
LO-2025-001707,2025-06-28,Complaints & Exceptions,Personal Loan,KYC Verification,Post-Disbursement,Pending Documents,High,Email,Retail Mass,South,Sanction Letter,POL-CREDIT-214,Moderate,552557.92,43,5,43.9,10,15.5,Yes,2,Yes,4.7,Fraud Suspected,Awaiting Customer Action,KYC Exception,Customer reported document upload issue for Personal Loan; duplicate request flagged during KYC Verification. Sanction Letter review required under POL-CREDIT-214.,Branch follow-up completed. duplicate request remains open; refer to POL-CREDIT-214 before close as duplicate.,
